Country,Total,Employment_Age,Employed,Employed_percent,Canton,Date
Syrien,203,118,43,0.36440677966101692,TG,2022-02
Türkei,69,51,8,0.15686274509803921,TG,2022-02
Gesamttotal,1373,808,183,0.22648514851485149,TI,2022-02
Äthiopien,8,6,0,0,TI,2022-02
Eritrea,607,329,84,0.25531914893617019,TI,2022-02
Somalia,16,10,2,0.2,TI,2022-02
Afghanistan,113,65,15,0.23076923076923078,TI,2022-02
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-02
Irak,14,9,1,0.1111111111111111,TI,2022-02
Iran,32,24,3,0.125,TI,2022-02
Sri Lanka,89,63,28,0.44444444444444442,TI,2022-02
Syrien,280,156,25,0.16025641025641027,TI,2022-02
Türkei,118,81,7,8.6419753086419748E-2,TI,2022-02
Gesamttotal,316,192,98,0.51041666666666663,UR,2022-02
Eritrea,140,86,49,0.56976744186046513,UR,2022-02
Afghanistan,19,11,6,0.54545454545454541,UR,2022-02
China (Volksrepublik),4,4,3,0.75,UR,2022-02
Irak,5,3,2,0.66666666666666663,UR,2022-02
Iran,2,2,0,0,UR,2022-02
Sri Lanka,36,23,18,0.78260869565217395,UR,2022-02
Syrien,46,26,11,0.42307692307692307,UR,2022-02
Türkei,37,24,4,0.16666666666666666,UR,2022-02
Gesamttotal,5585,3303,933,0.28247048138056313,VD,2022-02
Äthiopien,74,38,12,0.31578947368421051,VD,2022-02
Eritrea,1940,1169,388,0.33190761334473912,VD,2022-02
Somalia,150,78,22,0.28205128205128205,VD,2022-02
Afghanistan,461,274,54,0.19708029197080293,VD,2022-02
China (Volksrepublik),32,21,13,0.61904761904761907,VD,2022-02
Irak,134,80,14,0.17499999999999999,VD,2022-02
Iran,89,60,13,0.21666666666666667,VD,2022-02
Sri Lanka,354,232,129,0.55603448275862066,VD,2022-02
Syrien,1353,731,165,0.22571819425444598,VD,2022-02
Türkei,488,316,40,0.12658227848101267,VD,2022-02
Gesamttotal,2003,1137,372,0.32717678100263853,VS,2022-02
Äthiopien,40,18,6,0.33333333333333331,VS,2022-02
Eritrea,630,381,153,0.40157480314960631,VS,2022-02
Somalia,54,26,7,0.26923076923076922,VS,2022-02
Afghanistan,207,111,35,0.31531531531531531,VS,2022-02
China (Volksrepublik),13,10,7,0.7,VS,2022-02
Irak,58,27,11,0.40740740740740738,VS,2022-02
Iran,33,19,7,0.36842105263157893,VS,2022-02
Sri Lanka,104,62,34,0.54838709677419351,VS,2022-02
Syrien,458,230,54,0.23478260869565218,VS,2022-02
Türkei,212,137,24,0.17518248175182483,VS,2022-02
Gesamttotal,9004,5568,2562,0.46012931034482757,ZH,2022-02
Äthiopien,86,58,31,0.53448275862068961,ZH,2022-02
Eritrea,3284,2047,1066,0.52076209086468006,ZH,2022-02
Somalia,278,161,67,0.41614906832298137,ZH,2022-02
Afghanistan,534,315,114,0.3619047619047619,ZH,2022-02
China (Volksrepublik),130,96,64,0.66666666666666663,ZH,2022-02
Irak,226,140,55,0.39285714285714285,ZH,2022-02
Iran,182,143,70,0.48951048951048953,ZH,2022-02
Sri Lanka,633,428,266,0.62149532710280375,ZH,2022-02
Syrien,2264,1276,563,0.44122257053291536,ZH,2022-02
Türkei,839,566,132,0.2332155477031802,ZH,2022-02
Gesamttotal,758,461,201,0.43600867678958788,ZG,2022-02
Äthiopien,7,4,0,0,ZG,2022-02
Eritrea,290,171,88,0.51461988304093564,ZG,2022-02
Somalia,29,18,5,0.27777777777777779,ZG,2022-02
Afghanistan,43,28,14,0.5,ZG,2022-02
China (Volksrepublik),4,4,4,1,ZG,2022-02
Irak,13,9,3,0.33333333333333331,ZG,2022-02
Iran,6,6,5,0.83333333333333337,ZG,2022-02
Sri Lanka,95,61,34,0.55737704918032782,ZG,2022-02
Syrien,149,86,33,0.38372093023255816,ZG,2022-02
Türkei,109,64,12,0.1875,ZG,2022-02
Gesamttotal,4495,2782,1116,0.40115025161754136,AG,2022-03
Äthiopien,42,25,8,0.32,AG,2022-03
Eritrea,2050,1264,646,0.51107594936708856,AG,2022-03
Somalia,44,25,5,0.2,AG,2022-03
Afghanistan,201,114,36,0.31578947368421051,AG,2022-03
China (Volksrepublik),34,23,18,0.78260869565217395,AG,2022-03
Irak,84,48,13,0.27083333333333331,AG,2022-03
Iran,56,45,18,0.4,AG,2022-03
Sri Lanka,308,218,127,0.58256880733944949,AG,2022-03
Syrien,848,477,154,0.32285115303983231,AG,2022-03
Türkei,607,409,46,0.11246943765281174,AG,2022-03
Gesamttotal,105,75,40,0.53333333333333333,AI,2022-03
Eritrea,51,35,26,0.74285714285714288,AI,2022-03
Afghanistan,1,1,1,1,AI,2022-03
China (Volksrepublik),2,2,1,0.5,AI,2022-03
Irak,1,1,1,1,AI,2022-03
Sri Lanka,13,11,6,0.54545454545454541,AI,2022-03
Syrien,18,12,5,0.41666666666666669,AI,2022-03
Türkei,16,11,0,0,AI,2022-03
Gesamttotal,430,262,128,0.48854961832061067,AR,2022-03
Äthiopien,1,1,0,0,AR,2022-03
Eritrea,187,111,63,0.56756756756756754,AR,2022-03
Somalia,8,6,4,0.66666666666666663,AR,2022-03
Afghanistan,20,16,8,0.5,AR,2022-03
China (Volksrepublik),4,1,0,0,AR,2022-03
Irak,4,4,1,0.25,AR,2022-03
Iran,3,3,2,0.66666666666666663,AR,2022-03
Sri Lanka,43,31,17,0.54838709677419351,AR,2022-03
Syrien,84,43,19,0.44186046511627908,AR,2022-03
Türkei,62,37,10,0.27027027027027029,AR,2022-03
Gesamttotal,7491,4516,1937,0.42891939769707704,BE,2022-03
Äthiopien,57,34,16,0.47058823529411764,BE,2022-03
Eritrea,3029,1785,871,0.48795518207282912,BE,2022-03
Somalia,108,58,20,0.34482758620689657,BE,2022-03
Afghanistan,391,232,81,0.34913793103448276,BE,2022-03
China (Volksrepublik),73,51,36,0.70588235294117652,BE,2022-03
Irak,155,91,37,0.40659340659340659,BE,2022-03
Iran,151,106,49,0.46226415094339623,BE,2022-03
Sri Lanka,565,389,253,0.65038560411311053,BE,2022-03
Syrien,1703,952,350,0.36764705882352944,BE,2022-03
Türkei,818,541,116,0.2144177449168207,BE,2022-03
Gesamttotal,1646,1006,419,0.41650099403578528,BL,2022-03
Äthiopien,15,11,4,0.36363636363636365,BL,2022-03
Eritrea,741,435,212,0.48735632183908045,BL,2022-03
Somalia,22,15,5,0.33333333333333331,BL,2022-03
Afghanistan,44,35,15,0.42857142857142855,BL,2022-03
China (Volksrepublik),20,15,8,0.53333333333333333,BL,2022-03
Irak,56,31,11,0.35483870967741937,BL,2022-03
Iran,31,24,10,0.41666666666666669,BL,2022-03
Sri Lanka,150,105,66,0.62857142857142856,BL,2022-03
Syrien,382,220,66,0.3,BL,2022-03
Türkei,124,80,14,0.17499999999999999,BL,2022-03
Gesamttotal,1077,665,235,0.35338345864661652,BS,2022-03
Äthiopien,9,5,2,0.4,BS,2022-03
Eritrea,439,248,100,0.40322580645161288,BS,2022-03
Somalia,14,8,3,0.375,BS,2022-03
Afghanistan,33,19,5,0.26315789473684209,BS,2022-03
China (Volksrepublik),10,8,4,0.5,BS,2022-03
Irak,16,12,6,0.5,BS,2022-03
Iran,34,28,4,0.14285714285714285,BS,2022-03
Sri Lanka,61,47,31,0.65957446808510634,BS,2022-03
Syrien,239,142,45,0.31690140845070425,BS,2022-03
Türkei,107,79,19,0.24050632911392406,BS,2022-03
Gesamttotal,2049,1243,375,0.3016894609814964,FR,2022-03
Äthiopien,26,18,7,0.3888888888888889,FR,2022-03
Eritrea,827,513,171,0.33333333333333331,FR,2022-03
Somalia,40,22,3,0.13636363636363635,FR,2022-03
Afghanistan,143,86,18,0.20930232558139536,FR,2022-03
China (Volksrepublik),22,15,6,0.4,FR,2022-03
Irak,65,42,9,0.21428571428571427,FR,2022-03
Iran,31,23,8,0.34782608695652173,FR,2022-03
Sri Lanka,159,111,41,0.36936936936936937,FR,2022-03
Syrien,459,232,67,0.28879310344827586,FR,2022-03
Türkei,131,91,15,0.16483516483516483,FR,2022-03
Gesamttotal,3446,2103,380,0.18069424631478839,GE,2022-03
Äthiopien,64,36,9,0.25,GE,2022-03
Eritrea,1209,739,156,0.21109607577807848,GE,2022-03
Somalia,87,52,13,0.25,GE,2022-03
Afghanistan,309,188,35,0.18617021276595744,GE,2022-03
China (Volksrepublik),20,13,6,0.46153846153846156,GE,2022-03
Irak,107,66,10,0.15151515151515152,GE,2022-03
Iran,88,69,7,0.10144927536231885,GE,2022-03
Sri Lanka,170,113,41,0.36283185840707965,GE,2022-03
Syrien,586,319,49,0.15360501567398119,GE,2022-03
Türkei,422,262,11,4.1984732824427481E-2,GE,2022-03
Gesamttotal,289,184,107,0.58152173913043481,GL,2022-03
Äthiopien,2,2,2,1,GL,2022-03
Eritrea,117,75,51,0.68,GL,2022-03
Afghanistan,12,7,2,0.2857142857142857,GL,2022-03
China (Volksrepublik),5,4,3,0.75,GL,2022-03
Iran,2,2,1,0.5,GL,2022-03
Sri Lanka,46,29,22,0.75862068965517238,GL,2022-03
Syrien,64,39,21,0.53846153846153844,GL,2022-03
Türkei,35,22,3,0.13636363636363635,GL,2022-03
Gesamttotal,1206,727,341,0.469050894085282,GR,2022-03
Äthiopien,4,2,2,1,GR,2022-03
Eritrea,501,299,186,0.62207357859531776,GR,2022-03
Somalia,15,8,5,0.625,GR,2022-03
Afghanistan,72,48,15,0.3125,GR,2022-03
China (Volksrepublik),11,6,5,0.83333333333333337,GR,2022-03
Irak,38,24,10,0.41666666666666669,GR,2022-03
Iran,19,13,4,0.30769230769230771,GR,2022-03
Sri Lanka,112,72,48,0.66666666666666663,GR,2022-03
Syrien,274,148,47,0.31756756756756754,GR,2022-03
Türkei,125,85,9,0.10588235294117647,GR,2022-03
Gesamttotal,639,380,136,0.35789473684210527,JU,2022-03
Äthiopien,2,2,1,0.5,JU,2022-03
Eritrea,258,146,57,0.3904109589041096,JU,2022-03
Somalia,4,4,2,0.5,JU,2022-03
Afghanistan,39,24,8,0.33333333333333331,JU,2022-03
China (Volksrepublik),6,3,2,0.66666666666666663,JU,2022-03
Irak,3,1,0,0,JU,2022-03
Iran,9,6,2,0.33333333333333331,JU,2022-03
Sri Lanka,53,33,15,0.45454545454545453,JU,2022-03
Syrien,158,98,36,0.36734693877551022,JU,2022-03
Türkei,69,38,3,7.8947368421052627E-2,JU,2022-03
Gesamttotal,2888,1810,886,0.48950276243093921,LU,2022-03
Äthiopien,18,15,10,0.66666666666666663,LU,2022-03
Eritrea,1268,776,430,0.55412371134020622,LU,2022-03
Somalia,49,31,12,0.38709677419354838,LU,2022-03
Afghanistan,121,84,36,0.42857142857142855,LU,2022-03
China (Volksrepublik),40,26,19,0.73076923076923073,LU,2022-03
Irak,43,25,14,0.56000000000000005,LU,2022-03
Iran,62,46,20,0.43478260869565216,LU,2022-03
Sri Lanka,249,170,110,0.6470588235294118,LU,2022-03
Syrien,565,332,130,0.39156626506024095,LU,2022-03
Türkei,320,221,64,0.2895927601809955,LU,2022-03
Gesamttotal,1421,824,305,0.37014563106796117,NE,2022-03
Äthiopien,10,9,5,0.55555555555555558,NE,2022-03
Eritrea,585,327,133,0.40672782874617736,NE,2022-03
Somalia,67,29,10,0.34482758620689657,NE,2022-03
Afghanistan,112,65,24,0.36923076923076925,NE,2022-03
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2022-03
Irak,18,12,2,0.16666666666666666,NE,2022-03
Iran,9,8,0,0,NE,2022-03
Sri Lanka,128,83,50,0.60240963855421692,NE,2022-03
Syrien,334,184,51,0.27717391304347827,NE,2022-03
Türkei,76,50,9,0.18,NE,2022-03
Gesamttotal,271,167,66,0.39520958083832336,NW,2022-03
Äthiopien,1,1,1,1,NW,2022-03
Eritrea,96,56,27,0.48214285714285715,NW,2022-03
Afghanistan,13,9,0,0,NW,2022-03
China (Volksrepublik),1,1,0,0,NW,2022-03
Irak,1,1,0,0,NW,2022-03
Iran,6,6,4,0.66666666666666663,NW,2022-03
Sri Lanka,35,23,16,0.69565217391304346,NW,2022-03
Syrien,50,26,11,0.42307692307692307,NW,2022-03
Türkei,59,40,7,0.17499999999999999,NW,2022-03
Gesamttotal,179,98,44,0.44897959183673469,OW,2022-03
Eritrea,90,46,19,0.41304347826086957,OW,2022-03
Afghanistan,1,1,1,1,OW,2022-03
China (Volksrepublik),12,9,8,0.88888888888888884,OW,2022-03
Irak,0,0,0,-,OW,2022-03
Iran,1,1,0,0,OW,2022-03
Sri Lanka,24,12,9,0.75,OW,2022-03
Syrien,20,13,4,0.30769230769230771,OW,2022-03
Türkei,12,7,1,0.14285714285714285,OW,2022-03
Gesamttotal,3041,1801,823,0.45696835091615767,SG,2022-03
Äthiopien,52,30,17,0.56666666666666665,SG,2022-03
Eritrea,1344,795,394,0.49559748427672956,SG,2022-03
Somalia,83,43,22,0.51162790697674421,SG,2022-03
Afghanistan,189,104,39,0.375,SG,2022-03
China (Volksrepublik),39,31,22,0.70967741935483875,SG,2022-03
Irak,56,35,15,0.42857142857142855,SG,2022-03
Iran,38,29,16,0.55172413793103448,SG,2022-03
Sri Lanka,224,156,111,0.71153846153846156,SG,2022-03
Syrien,594,306,124,0.40522875816993464,SG,2022-03
Türkei,280,189,28,0.14814814814814814,SG,2022-03
Gesamttotal,720,463,193,0.41684665226781858,SH,2022-03
Äthiopien,2,2,1,0.5,SH,2022-03
Eritrea,309,188,88,0.46808510638297873,SH,2022-03
Somalia,16,7,2,0.2857142857142857,SH,2022-03
Afghanistan,32,22,10,0.45454545454545453,SH,2022-03
China (Volksrepublik),23,16,10,0.625,SH,2022-03
Irak,19,12,3,0.25,SH,2022-03
Iran,9,6,1,0.16666666666666666,SH,2022-03
Sri Lanka,75,51,30,0.58823529411764708,SH,2022-03
Syrien,152,103,39,0.37864077669902912,SH,2022-03
Türkei,65,43,5,0.11627906976744186,SH,2022-03
Gesamttotal,2072,1267,523,0.4127861089187056,SO,2022-03
Äthiopien,33,17,8,0.47058823529411764,SO,2022-03
Eritrea,935,569,255,0.44815465729349735,SO,2022-03
Somalia,36,18,5,0.27777777777777779,SO,2022-03
Afghanistan,113,66,23,0.34848484848484851,SO,2022-03
China (Volksrepublik),30,18,10,0.55555555555555558,SO,2022-03
Irak,48,31,5,0.16129032258064516,SO,2022-03
Iran,28,26,13,0.5,SO,2022-03
Sri Lanka,170,127,76,0.59842519685039375,SO,2022-03
Syrien,396,232,86,0.37068965517241381,SO,2022-03
Türkei,141,90,20,0.22222222222222221,SO,2022-03
Gesamttotal,1048,637,284,0.44583987441130296,SZ,2022-03
Äthiopien,10,6,4,0.66666666666666663,SZ,2022-03
Eritrea,377,228,123,0.53947368421052633,SZ,2022-03
Somalia,2,2,1,0.5,SZ,2022-03
Afghanistan,89,50,21,0.42,SZ,2022-03
China (Volksrepublik),24,20,18,0.9,SZ,2022-03
Irak,41,22,5,0.22727272727272727,SZ,2022-03
Iran,11,9,3,0.33333333333333331,SZ,2022-03
Sri Lanka,85,61,36,0.5901639344262295,SZ,2022-03
Syrien,247,140,52,0.37142857142857144,SZ,2022-03
Türkei,128,79,13,0.16455696202531644,SZ,2022-03
Gesamttotal,823,518,244,0.47104247104247104,TG,2022-03
Äthiopien,22,12,5,0.41666666666666669,TG,2022-03
Eritrea,329,211,125,0.59241706161137442,TG,2022-03
Somalia,19,11,2,0.18181818181818182,TG,2022-03
Afghanistan,44,26,8,0.30769230769230771,TG,2022-03
China (Volksrepublik),19,15,7,0.46666666666666667,TG,2022-03
Irak,4,4,2,0.5,TG,2022-03
Iran,19,17,10,0.58823529411764708,TG,2022-03
Sri Lanka,55,36,26,0.72222222222222221,TG,2022-03
Syrien,203,118,44,0.3728813559322034,TG,2022-03
Türkei,72,52,10,0.19230769230769232,TG,2022-03
Gesamttotal,1381,813,187,0.23001230012300122,TI,2022-03
Äthiopien,8,6,0,0,TI,2022-03
Eritrea,610,331,86,0.25981873111782477,TI,2022-03
Somalia,16,10,2,0.2,TI,2022-03
Afghanistan,113,65,15,0.23076923076923078,TI,2022-03
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-03
Irak,14,9,1,0.1111111111111111,TI,2022-03
Iran,32,24,3,0.125,TI,2022-03
Sri Lanka,89,63,30,0.47619047619047616,TI,2022-03
Syrien,284,159,25,0.15723270440251572,TI,2022-03
Türkei,119,81,8,9.8765432098765427E-2,TI,2022-03
Gesamttotal,314,192,96,0.5,UR,2022-03
Eritrea,139,87,47,0.54022988505747127,UR,2022-03
Afghanistan,18,10,5,0.5,UR,2022-03
China (Volksrepublik),4,4,4,1,UR,2022-03
Irak,5,3,2,0.66666666666666663,UR,2022-03
Iran,2,2,0,0,UR,2022-03
Sri Lanka,36,23,18,0.78260869565217395,UR,2022-03
Syrien,46,26,11,0.42307692307692307,UR,2022-03
Türkei,37,24,4,0.16666666666666666,UR,2022-03
Gesamttotal,5621,3325,945,0.28421052631578947,VD,2022-03
Äthiopien,74,38,12,0.31578947368421051,VD,2022-03
Eritrea,1947,1172,397,0.3387372013651877,VD,2022-03
Somalia,144,77,21,0.27272727272727271,VD,2022-03
Afghanistan,463,277,56,0.20216606498194944,VD,2022-03
China (Volksrepublik),31,20,13,0.65,VD,2022-03
Irak,134,81,15,0.18518518518518517,VD,2022-03
Iran,89,61,14,0.22950819672131148,VD,2022-03
Sri Lanka,352,230,128,0.55652173913043479,VD,2022-03
Syrien,1360,733,167,0.22783083219645292,VD,2022-03
Türkei,508,327,38,0.11620795107033639,VD,2022-03
Gesamttotal,2026,1147,385,0.33565823888404533,VS,2022-03
Äthiopien,40,18,6,0.33333333333333331,VS,2022-03
Eritrea,629,380,155,0.40789473684210525,VS,2022-03
Somalia,53,25,7,0.28000000000000003,VS,2022-03
Afghanistan,211,114,37,0.32456140350877194,VS,2022-03
China (Volksrepublik),13,10,8,0.8,VS,2022-03
Irak,58,27,11,0.40740740740740738,VS,2022-03
Iran,33,19,7,0.36842105263157893,VS,2022-03
Sri Lanka,103,61,33,0.54098360655737709,VS,2022-03
Syrien,465,234,56,0.23931623931623933,VS,2022-03
Türkei,221,142,29,0.20422535211267606,VS,2022-03
Gesamttotal,9075,5588,2663,0.47655690765926989,ZH,2022-03
Äthiopien,89,58,35,0.60344827586206895,ZH,2022-03
Eritrea,3287,2043,1102,0.53940283896231034,ZH,2022-03
Somalia,278,161,70,0.43478260869565216,ZH,2022-03
Afghanistan,546,320,122,0.38124999999999998,ZH,2022-03
China (Volksrepublik),132,96,71,0.73958333333333337,ZH,2022-03
Irak,226,139,57,0.41007194244604317,ZH,2022-03
Iran,183,144,72,0.5,ZH,2022-03
Sri Lanka,631,427,271,0.63466042154566749,ZH,2022-03
Syrien,2283,1284,589,0.45872274143302183,ZH,2022-03
Türkei,872,579,142,0.24525043177892919,ZH,2022-03
Gesamttotal,758,459,206,0.44880174291938996,ZG,2022-03
Äthiopien,7,4,0,0,ZG,2022-03
Eritrea,291,171,92,0.53801169590643272,ZG,2022-03
Somalia,29,18,7,0.3888888888888889,ZG,2022-03
Afghanistan,43,28,15,0.5357142857142857,ZG,2022-03
China (Volksrepublik),4,4,4,1,ZG,2022-03
Irak,13,9,3,0.33333333333333331,ZG,2022-03
Iran,6,6,4,0.66666666666666663,ZG,2022-03
Sri Lanka,90,58,32,0.55172413793103448,ZG,2022-03
Syrien,149,86,34,0.39534883720930231,ZG,2022-03
Türkei,113,65,12,0.18461538461538463,ZG,2022-03
Gesamttotal,4501,2782,1117,0.40150970524802299,AG,2022-04
Äthiopien,42,25,11,0.44,AG,2022-04
Eritrea,2044,1261,645,0.51149881046788259,AG,2022-04
Somalia,44,26,6,0.23076923076923078,AG,2022-04
Afghanistan,208,117,36,0.30769230769230771,AG,2022-04
China (Volksrepublik),34,23,18,0.78260869565217395,AG,2022-04
Irak,84,48,14,0.29166666666666669,AG,2022-04
Iran,54,43,17,0.39534883720930231,AG,2022-04
Sri Lanka,309,219,128,0.58447488584474883,AG,2022-04
Syrien,841,472,149,0.31567796610169491,AG,2022-04
Türkei,619,413,48,0.11622276029055691,AG,2022-04
Gesamttotal,106,76,40,0.52631578947368418,AI,2022-04
Eritrea,50,35,26,0.74285714285714288,AI,2022-04
Afghanistan,1,1,1,1,AI,2022-04
China (Volksrepublik),2,2,1,0.5,AI,2022-04
Irak,1,1,1,1,AI,2022-04
Sri Lanka,13,11,6,0.54545454545454541,AI,2022-04
Syrien,19,12,5,0.41666666666666669,AI,2022-04
Türkei,17,12,0,0,AI,2022-04
Gesamttotal,430,262,129,0.49236641221374045,AR,2022-04
Äthiopien,1,1,0,0,AR,2022-04
Eritrea,187,111,63,0.56756756756756754,AR,2022-04
Somalia,8,6,4,0.66666666666666663,AR,2022-04
Afghanistan,20,16,8,0.5,AR,2022-04
China (Volksrepublik),4,1,0,0,AR,2022-04
Irak,4,4,1,0.25,AR,2022-04
Iran,3,3,2,0.66666666666666663,AR,2022-04
Sri Lanka,43,31,18,0.58064516129032262,AR,2022-04
Syrien,84,43,19,0.44186046511627908,AR,2022-04
Türkei,62,37,10,0.27027027027027029,AR,2022-04
Gesamttotal,7511,4524,1924,0.42528735632183906,BE,2022-04
Äthiopien,57,34,16,0.47058823529411764,BE,2022-04
Eritrea,3020,1777,866,0.48733821046707937,BE,2022-04
Somalia,108,59,20,0.33898305084745761,BE,2022-04
Afghanistan,393,234,84,0.35897435897435898,BE,2022-04
China (Volksrepublik),72,50,35,0.7,BE,2022-04
Irak,156,91,35,0.38461538461538464,BE,2022-04
Iran,150,105,48,0.45714285714285713,BE,2022-04
Sri Lanka,565,390,257,0.65897435897435896,BE,2022-04
Syrien,1710,958,343,0.35803757828810023,BE,2022-04
Türkei,839,549,115,0.20947176684881602,BE,2022-04
Gesamttotal,1641,1002,419,0.41816367265469062,BL,2022-04
Äthiopien,15,11,4,0.36363636363636365,BL,2022-04
Eritrea,738,432,212,0.49074074074074076,BL,2022-04
Somalia,22,15,5,0.33333333333333331,BL,2022-04
Afghanistan,44,35,15,0.42857142857142855,BL,2022-04
China (Volksrepublik),20,15,8,0.53333333333333333,BL,2022-04
Irak,56,31,12,0.38709677419354838,BL,2022-04
Iran,30,23,11,0.47826086956521741,BL,2022-04
Sri Lanka,150,105,65,0.61904761904761907,BL,2022-04
Syrien,380,219,65,0.29680365296803651,BL,2022-04
Türkei,125,81,14,0.1728395061728395,BL,2022-04
Gesamttotal,1090,671,236,0.35171385991058124,BS,2022-04
Äthiopien,9,5,2,0.4,BS,2022-04
Eritrea,443,249,101,0.40562248995983935,BS,2022-04
Somalia,13,7,2,0.2857142857142857,BS,2022-04
Afghanistan,35,22,5,0.22727272727272727,BS,2022-04
China (Volksrepublik),11,8,4,0.5,BS,2022-04
Irak,16,12,6,0.5,BS,2022-04
Iran,36,29,6,0.20689655172413793,BS,2022-04
Sri Lanka,62,48,30,0.625,BS,2022-04
Syrien,240,142,45,0.31690140845070425,BS,2022-04
Türkei,108,80,19,0.23749999999999999,BS,2022-04
Gesamttotal,2060,1251,378,0.30215827338129497,FR,2022-04
Äthiopien,26,18,7,0.3888888888888889,FR,2022-04
Eritrea,829,514,173,0.33657587548638135,FR,2022-04
Somalia,41,22,3,0.13636363636363635,FR,2022-04
Afghanistan,146,86,20,0.23255813953488372,FR,2022-04
China (Volksrepublik),22,15,6,0.4,FR,2022-04
Irak,65,42,10,0.23809523809523808,FR,2022-04
Iran,31,23,8,0.34782608695652173,FR,2022-04
Sri Lanka,159,111,41,0.36936936936936937,FR,2022-04
Syrien,462,236,65,0.27542372881355931,FR,2022-04
Türkei,134,94,15,0.15957446808510639,FR,2022-04
Gesamttotal,3457,2111,383,0.18143060161061109,GE,2022-04
Äthiopien,64,37,9,0.24324324324324326,GE,2022-04
Eritrea,1210,741,159,0.2145748987854251,GE,2022-04
Somalia,92,53,13,0.24528301886792453,GE,2022-04
Afghanistan,314,192,35,0.18229166666666666,GE,2022-04
China (Volksrepublik),20,13,6,0.46153846153846156,GE,2022-04
Irak,107,66,10,0.15151515151515152,GE,2022-04
Iran,88,69,7,0.10144927536231885,GE,2022-04
Sri Lanka,169,113,40,0.35398230088495575,GE,2022-04
Syrien,586,319,50,0.15673981191222572,GE,2022-04
Türkei,424,263,11,4.1825095057034217E-2,GE,2022-04
Gesamttotal,291,184,105,0.57065217391304346,GL,2022-04
Äthiopien,2,2,2,1,GL,2022-04
Eritrea,117,75,50,0.66666666666666663,GL,2022-04
Afghanistan,12,7,2,0.2857142857142857,GL,2022-04
China (Volksrepublik),5,4,3,0.75,GL,2022-04
Iran,2,2,1,0.5,GL,2022-04
Sri Lanka,46,29,21,0.72413793103448276,GL,2022-04
Syrien,69,41,21,0.51219512195121952,GL,2022-04
Türkei,32,20,3,0.15,GL,2022-04
Gesamttotal,1205,729,327,0.44855967078189302,GR,2022-04
Äthiopien,4,2,2,1,GR,2022-04
Eritrea,500,298,175,0.58724832214765099,GR,2022-04
Somalia,15,8,4,0.5,GR,2022-04
Afghanistan,74,50,14,0.28000000000000003,GR,2022-04
China (Volksrepublik),10,6,5,0.83333333333333337,GR,2022-04
Irak,38,24,10,0.41666666666666669,GR,2022-04
Iran,19,13,4,0.30769230769230771,GR,2022-04
Sri Lanka,112,73,48,0.65753424657534243,GR,2022-04
Syrien,274,147,48,0.32653061224489793,GR,2022-04
Türkei,127,87,9,0.10344827586206896,GR,2022-04
Gesamttotal,640,380,142,0.37368421052631579,JU,2022-04
Äthiopien,2,2,1,0.5,JU,2022-04
Eritrea,257,145,61,0.4206896551724138,JU,2022-04
Somalia,4,4,2,0.5,JU,2022-04
Afghanistan,39,24,10,0.41666666666666669,JU,2022-04
China (Volksrepublik),6,3,2,0.66666666666666663,JU,2022-04
Irak,3,1,0,0,JU,2022-04
Iran,9,6,2,0.33333333333333331,JU,2022-04
Sri Lanka,53,33,15,0.45454545454545453,JU,2022-04
Syrien,159,98,36,0.36734693877551022,JU,2022-04
Türkei,71,40,3,7.4999999999999997E-2,JU,2022-04
Gesamttotal,2909,1824,893,0.48958333333333331,LU,2022-04
Äthiopien,18,15,10,0.66666666666666663,LU,2022-04
Eritrea,1267,777,431,0.55469755469755466,LU,2022-04
Somalia,49,31,12,0.38709677419354838,LU,2022-04
Afghanistan,123,86,37,0.43023255813953487,LU,2022-04
China (Volksrepublik),37,25,18,0.72,LU,2022-04
Irak,43,26,15,0.57692307692307687,LU,2022-04
Iran,63,46,21,0.45652173913043476,LU,2022-04
Sri Lanka,248,171,110,0.64327485380116955,LU,2022-04
Syrien,586,341,132,0.38709677419354838,LU,2022-04
Türkei,323,223,66,0.29596412556053814,LU,2022-04
Gesamttotal,1432,827,310,0.37484885126964934,NE,2022-04
Äthiopien,10,9,6,0.66666666666666663,NE,2022-04
Eritrea,586,324,134,0.41358024691358025,NE,2022-04
